title,year,duration,genre,rating,synopsis,directors,stars
Brian and Charles,2022,90,Comedy,6.7,"After a particularly harsh winter Brian goes into a deep depression; completely isolated and with no one to talk to, Brian does what any sane person would do when faced with such a melancholic situation. He builds a robot.",Jim Archer,"David Earl,Chris Hayward,Louise Brealey,Jamie Michie"
The Outfit,2022,105,"Crime, Drama, Mystery",7.1,An expert cutter must outwit a dangerous group of mobsters in order to survive a fateful night.,Graham Moore,"Mark Rylance,Zoey Deutch,John Gumley-Mason,Stephen Knox"
The Afterparty,2022,35,"Comedy, Crime, Mystery",7.2,"When a high school reunion's afterparty ends in a death, everyone is a suspect. A detective grills the former classmates one by one, uncovering potential motives as each tells their version of the story - culminating in the shocking truth.","Tiffany Haddish,Sam Richardson,Zoe Chao,Paul Walter Hauser",
The Glory,2022,50,"Drama, Mystery, Thriller",7.9,A woman lives for absolute revenge against her childhood bullies who destroyed her life.,"Song Hye-Kyo,Lee Do-Hyun,Ji-Yeon Lim,Aria Song",
Huesera: The Bone Woman,2022,93,"Drama, Horror",6.7,"Valeria has long dreamed about becoming a mother. After learning that she's pregnant, she expects to feel happy, yet something's off.",Michelle Garza Cervera,"Mayra Batalla,Alfonso Dosal,Natalia Solián,Martha Claudia Moreno"
Weird: The Al Yankovic Story,2022,108,"Biography, Comedy, Music",7.0,"Explores every facet of Yankovic's life, from his meteoric rise to fame with early hits like 'Eat It' and 'Like a Surgeon' to his torrid celebrity love affairs and famously depraved lifestyle.",Eric Appel,"Diedrich Bader,Daniel Radcliffe,Lin-Manuel Miranda,Richard Aaron Anderson"
Echoes,2022,326,"Drama, Mystery, Thriller",5.9,"Leni and Gina are identical twins who have secretly swapped their lives since they were children, culminating in a double life as adults, but one of the sisters goes missing and everything in their perfectly schemed world turns into chaos.","Michelle Monaghan,Matt Bomer,Karen Robinson,Ali Stroker",
The Bad Guys,2022,100,"Animation, Adventure, Comedy",6.8,"To avoid prison, a gang of notorious animal criminals pretends to seek being rehabilitated, only for their leader to realize that he genuinely wants to change his ways.",Pierre Perifel,"Sam Rockwell,Marc Maron,Awkwafina,Craig Robinson"
Me Time,2022,101,Comedy,5.1,Follows a dad who finds time for himself for the first time in years while his wife and kids are away. He reconnects with a friend for a wild weekend.,John Hamburg,"Kevin Hart,Mark Wahlberg,Regina Hall,Che Tafari"
Poker Face,2022,94,"Action, Crime, Thriller",5.1,"A tech billionaire hosts a high-stakes poker game between friends, but the evening takes a turn when long-held secrets are revealed, an elaborate revenge plot unfolds, and thieves break in.",Russell Crowe,"Russell Crowe,Liam Hemsworth,RZA,Aden Young"
Moving On,2022,85,Comedy,7.3,Two old friends reconnect at a funeral and decide to revenge on the widower who messed with them decades before.,Paul Weitz,"Jane Fonda,Lily Tomlin,Malcolm McDowell,Catherine Dent"
When You Finish Saving the World,2022,88,"Comedy, Drama",5.6,"Evelyn and her oblivious son Ziggy seek out replacements for each other as Evelyn desperately tries to parent an unassuming teenager at her shelter, while Ziggy fumbles through his pursuit of a brilliant young woman at school.",Jesse Eisenberg,"Julianne Moore,Finn Wolfhard,Billy Bryk,Alisha Boe"
Deadline,2022,44,"Crime, Drama, Thriller",4.7,"When Natalie Varga is accused of murdering her husband, journalist James Alden finds himself captivated by the case and ends up falling in love with the very femme fatale.","James D'Arcy,Charlie Murphy,Anamaria Marinca,Indra Ové",
The Sea Beast,2022,115,"Animation, Adventure, Comedy",7.1,"When a young girl stows away on the ship of a legendary sea monster hunter, they launch an epic journey into uncharted waters - and make history to boot.",Chris Williams,"Karl Urban,Zaris-Angel Hator,Jared Harris,Marianne Jean-Baptiste"
Dying for Chocolate: A Curious Caterer Mystery,2022,86,"Crime, Mystery",6.6,"A Colorado caterer and single mom, Goldy Berry teams with detective Tom Schultz to identify the ingredients that led to the mysterious death of her friend - and ends up discovering a hidden recipe for murder.",Anthony C. Metchie,"Nikki Deloach,Andrew W. Walker,Jaycie Dotin,Jason Schombing"
A Spy Among Friends,2022,55,"Drama, Thriller",7.3,Based on the New York Times best-selling book written by Ben Macintyre.,"Guy Pearce,Damian Lewis,Anna Maxwell Martin,Adrian Edmondson",
The Greatest Beer Run Ever,2022,126,"Adventure, Comedy, Drama",6.8,A man's story of leaving New York in 1967 to bring beer to his childhood buddies in the Army while they are fighting in Vietnam.,Peter Farrelly,"Zac Efron,Russell Crowe,Jake Picking,Kyle Allen"
The Outwaters,2022,100,"Horror, Sci-Fi, Thriller",6.2,Four travelers encounter menacing phenomena while camping in a remote stretch of the Mojave Desert.,Robbie Banfitch,"Robbie Banfitch,Angela Basolis,Scott Schamell,Michelle May"
Bel-Air,2022,51,Drama,6.3,The journey of a street-smart teen whose life is forever transformed when he moves from the streets of West Philadelphia to live with his relatives in one of LA's wealthiest suburbs.,"Jabari Banks,Cassandra Freeman,Jimmy Akingbola,Olly Sholotan",
The Devil's Hour,2022,60,"Drama, Thriller",7.7,"A woman who wakes up every night at exactly 3.33AM, in the middle of the so-called devil's hour between 3AM and 4AM.","Jessica Raine,Peter Capaldi,Nikesh Patel,Benjamin Chivers",
Blueback,2022,102,"Drama, Family",5.9,"Follows Abby, a child who befriends a magnificent wild blue grouper while diving. When Abby realizes that the fish is under threat, she takes inspiration from her activist Mum, Dora, and takes on poachers to save her friend.",Robert Connolly,"Radha Mitchell,Mia Wasikowska,Eric Bana,Eddie Baroo"
The Patient,2022,300,"Drama, Mystery, Thriller",7.0,A psychotherapist finds himself held prisoner by a serial killer who demands he help him curb his homicidal urges.,"Steve Carell,Domhnall Gleeson,Laura Niemi,Andrew Leeds",
Nanny,2022,99,"Drama, Horror",5.3,"Immigrant nanny Aisha, piecing together a new life in New York City while caring for the child of an Upper East Side family, is forced to confront a concealed truth that threatens to shatter her precarious American Dream.",Nikyatu Jusu,"Anna Diop,Michelle Monaghan,Sinqua Walls,Morgan Spector"
Under the Banner of Heaven,2022,472,"Crime, Drama, Mystery",7.5,A devout detective's faith is tested as he investigates a brutal murder seemingly connected to an esteemed Utah family's spiral into LDS fundamentalism and their distrust in the government.,"Andrew Garfield,Sam Worthington,Daisy Edgar-Jones,Denise Gough",
Werewolf by Night,2022,52,"Action, Adventure, Drama",7.2,Follows a lycanthrope superhero who fights evil using the abilities given to him by a curse brought on by his bloodline.,Michael Giacchino,"Gael García Bernal,Laura Donnelly,Harriet Sansom Harris,Kirk R. Thatcher"
Medieval,2022,125,"Action, Drama, History",5.9,"The story of fifteenth century Czech icon and warlord Jan Zizka, who defeated armies of the Teutonic Order and the Holy Roman Empire.",Petr Jákl,"Ben Foster,Sophie Lowe,Michael Caine,Til Schweiger"
Attachment,2022,105,"Comedy, Horror, Romance",5.8,"Maja, a Danish has-been actress, falls in love with Leah, a Jewish academic from London. Leah suffers a mysterious seizure, and Maja returns with her to London. There, she meets Leah's mother, Chana, a woman who could hold dark secrets.",Gabriel Bier Gislason,"Ellie Kendrick,David Dencik,Sofie Gråbøl,Josephine Park"
Mrs. Harris Goes to Paris,2022,115,"Comedy, Drama",7.1,"A widowed cleaning lady in 1950s London falls madly in love with a couture Dior dress, and decides that she must have one of her own.",Anthony Fabian,"Lesley Manville,Isabelle Huppert,Lambert Wilson,Alba Baptista"
Night Sky,2022,55,"Adventure, Drama, Fantasy",7.4,"Follows Franklin and Irene York, a couple who years ago discovered a chamber buried in their backyard which inexplicably leads to a strange, deserted planet.","Sissy Spacek,J.K. Simmons,Chai Hansen,Kiah McKirnan",
Enola Holmes 2,2022,129,"Action, Adventure, Crime",6.7,"Now a detective-for-hire, Enola Holmes takes on her first official case to find a missing girl as the sparks of a dangerous conspiracy ignite a mystery that requires the help of friends - and Sherlock himself - to unravel.",Harry Bradbeer,"Millie Bobby Brown,Henry Cavill,David Thewlis,Louis Partridge"
The Contractor,2022,103,"Action, Drama, Thriller",5.8,"A discharged U.S. Special Forces sergeant, James Harper, risks everything for his family when he joins a private contracting organization.",Tarik Saleh,"Chris Pine,Gillian Jacobs,Sander Thomas,Toby Dixon"
Tokyo Vice,2022,60,"Crime, Drama, Thriller",8.0,A Western journalist working for a publication in Tokyo takes on one of the city's most powerful crime bosses.,"Ansel Elgort,Ken Watanabe,Rachel Keller,Shô Kasamatsu",
Broker,2022,129,"Comedy, Crime, Drama",7.1,Boxes are left out for people to anonymously drop off their unwanted babies.,Kore-eda Hirokazu,"Song Kang-ho,Gang Dong-won,Bae Doona,Ji-eun Lee"
She Came from the Woods,2022,101,"Comedy, Horror",5.3,"In 1987, a group of counselors accidentally unleash a decades' old evil on the last night of summer camp.",Erik Bloomquist,"Cara Buono,Clare Foley,Spencer List,William Sadler"
R.I.P.D. 2: Rise of the Damned,2022,102,"Action, Comedy",4.5,"Recruited by the R.I.P.D., a resurrected sheriff returns to Earth to save humanity from a gateway to hell.",Paul Leyden,"Jeffrey Donovan,Rachel Adedeji,Penelope Mitchell,Evlyne Oyedokun"
Marlowe,2022,110,"Crime, Mystery, Thriller",6.2,"In late 1930's Bay City, a brooding, down on his luck detective is hired to find the ex-lover of a glamorous heiress.",Neil Jordan,"Liam Neeson,Diane Kruger,Jessica Lange,Adewale Akinnuoye-Agbaje"
Spin Me Round,2022,104,"Comedy, Romance",5.3,"A woman wins an all-expenses-paid trip to a company's gorgeous ""institute"" outside of Florence, and also the chance to meet the restaurant chain's wealthy and charismatic owner. She finds a different adventure than the one she imagined.",Jeff Baena,"Alison Brie,Jake Picking,Stella Chestnut,Lil Rel Howery"
The Woman in the House Across the Street from the Girl in the Window,2022,208,"Comedy, Crime, Drama",6.4,"When a handsome neighbor moves in across the street, Anna, a heartbroken woman for whom every day is the same, starts to see a light at the end of the tunnel; that is, until she witnesses a gruesome murder. Or did she?","Kristen Bell,Tom Riley,Mary Holland,Cameron Britton",
Persuasion,2022,108,"Drama, Romance",5.8,"Eight years after Anne Elliot was persuaded not to marry a dashing man of humble origins, they meet again. Will she seize her second chance at true love?",Carrie Cracknell,"Richard E. Grant,Henry Golding,Ben Bailey Smith,Yolanda Kettle"
The Midnight Club,2022,60,"Drama, Horror, Mystery",6.5,The Midnight Club follows an octet of terminally-ill teenage patients at Brightcliffe Hospice as they gather at midnight to share scary stories.,"Iman Benson,Igby Rigney,Sadoc Vazkez,Ruth Codd",
Ms. Marvel,2022,271,"Action, Adventure, Comedy",6.2,"Kamala, a superhero fan with an imagination--particularly when it comes to Captain Marvel--feels like she doesn't fit in at school and sometimes even at home, that is until she gets superpowers like the heroes she admires.","Iman Vellani,Matt Lintz,Zenobia Shroff,Yasmeen Fletcher",
Orphan: First Kill,2022,99,"Crime, Drama, Horror",5.9,"After orchestrating a brilliant escape from an Estonian psychiatric facility, Esther travels to America by impersonating the missing daughter of a wealthy family.",William Brent Bell,"Isabelle Fuhrman,Julia Stiles,Rossif Sutherland,Hiro Kanagawa"
Pachinko,2022,55,Drama,8.4,"Based on the New York Times bestseller, this sweeping saga chronicles the hopes and dreams of a Korean immigrant family across four generations as they leave their homeland in an indomitable quest to survive and thrive.","Lee Min-Ho,Soji Arai,Jin Ha,Minha Kim",
Crimes of the Future,2022,107,"Drama, Horror, Sci-Fi",5.9,"Humans adapt to a synthetic environment, with new transformations and mutations. With his partner Caprice, Saul Tenser, celebrity performance artist, publicly showcases the metamorphosis of his organs in avant-garde performances.",David Cronenberg,"Viggo Mortensen,Léa Seydoux,Kristen Stewart,Scott Speedman"
A Friend of the Family,2022,473,"Biography, Crime, Drama",7.3,"Tells the harrowing true story of the Broberg family, whose daughter Jan was kidnapped multiple times over a period of years by a charismatic, obsessed family ""friend.""","Jake Lacy,Colin Hanks,Lio Tipton,Anna Paquin",
Bardo: False Chronicle of a Handful of Truths,2022,159,"Comedy, Drama",6.8,"An acclaimed journalist-turned-documentarian goes on an oneiric introspective journey to reconcile with the past, the present and his Mexican identity.",Alejandro G. Iñárritu,"Daniel Giménez Cacho,Griselda Siciliani,Ximena Lamadrid,Íker Sánchez Solano"
The Lost King,2022,108,"Comedy, Drama",6.6,"An amateur historian defies the stodgy academic establishment in her efforts to find King Richard III's remains, which were lost for over 500 years.",Stephen Frears,"Sally Hawkins,Shonagh Price,Helen Katamba,Lewis Macleod"
Seriously Red,2022,104,"Comedy, Drama, Music",5.2,A realtor pursues a new career as a,Gracie Otto,"Krew Boylan,Daniel Webber,Rose Byrne,Celeste Barber"
Resident Evil,2022,60,"Action, Horror, Sci-Fi",4.1,"Nearly three decades after the discovery of the T-virus, an outbreak reveals the Umbrella Corporation's dark secrets.","Ella Balinska,Tamara Smart,Siena Agudong,Adeline Rudolph",
"Argentina, 1985",2022,140,"Biography, Crime, Drama",7.6,A team of lawyers takes on the heads of Argentina's bloody military dictatorship during the 1980s in a battle against odds and a race against time.,Santiago Mitre,"Ricardo Darín,Gina Mastronicola,Francisco Bertín,Santiago Armas Estevarena"
Clerks III,2022,100,"Comedy, Drama",6.3,"Dante, Elias, and Jay and Silent Bob are enlisted by Randal after a heart attack to make a movie about the convenience store that started it all.",Kevin Smith,"Brian O'Halloran,Jeff Anderson,Vincent Pereira,Mike Zapcic"
Emancipation,2022,132,"Action, Thriller",6.1,A runaway slave forges through the swamps of Louisiana on a tortuous journey to escape plantation owners that nearly killed him.,Antoine Fuqua,"Will Smith,Ben Foster,Charmaine Bingwa,Gilbert Owuor"
Saint Omer,2022,122,Drama,7.0,"Follows Rama, a novelist who attends the trial of Laurence Coly at the Saint-Omer Criminal Court to use her story to write a modern-day adaptation of the ancient myth of Medea, but things don't go as expected.",Alice Diop,"Kayije Kagame,Guslagie Malanda,Valérie Dréville,Aurélia Petit"
EO,2022,88,Drama,6.9,"Follows a donkey who encounters on his journeys good and bad people, experiences joy and pain, exploring a vision of modern Europe through his eyes.",Jerzy Skolimowski,"Sandra Drzymalska,Isabelle Huppert,Lorenzo Zurzolo,Mateusz Kosciukiewicz"
